stock_date,product_id,warehouse_id,quantity_on_hand,reorder_point,max_stock,unit_cost_eur,avg_daily_demand
2025-11-15,PRD-0279,WH-011,432,82,621,577.69,23
2025-11-15,PRD-0279,WH-009,106,28,214,577.69,7
2025-11-15,PRD-0279,WH-006,408,80,606,577.69,22
2025-11-15,PRD-0279,WH-008,112,19,147,577.69,3
2025-11-15,PRD-0310,WH-008,495,90,679,626.5,35
2025-11-15,PRD-0310,WH-010,249,53,399,626.5,13
2025-11-15,PRD-0310,WH-009,193,31,235,626.5,10
2025-11-15,PRD-0310,WH-005,335,63,477,626.5,25
2025-11-15,PRD-0448,WH-003,141,23,172,90.95,6
2025-11-15,PRD-0448,WH-010,53,16,123,90.95,4
2025-11-15,PRD-0448,WH-006,229,45,337,90.95,5
2025-11-15,PRD-0448,WH-007,323,63,477,90.95,22
2025-11-15,PRD-0177,WH-008,360,62,471,213.87,13
2025-11-15,PRD-0177,WH-005,87,13,103,213.87,1
2025-11-15,PRD-0177,WH-004,80,21,157,213.87,8
2025-11-15,PRD-0177,WH-003,517,96,723,213.87,36
2025-11-15,PRD-0753,WH-009,101,30,225,465.31,5
2025-11-15,PRD-0753,WH-005,207,47,357,465.31,13
2025-11-15,PRD-0753,WH-006,138,33,250,465.31,11
2025-11-15,PRD-0753,WH-012,290,53,403,465.31,8
2025-11-15,PRD-0139,WH-010,429,93,700,331.5,21
2025-11-15,PRD-0139,WH-005,75,24,183,331.5,5
2025-11-15,PRD-0139,WH-007,161,31,238,331.5,6
2025-11-15,PRD-0139,WH-008,224,54,405,331.5,11
2025-11-15,PRD-0233,WH-007,181,31,234,1294.68,4
2025-11-15,PRD-0233,WH-004,63,14,109,1294.68,3
2025-11-15,PRD-0233,WH-003,168,37,280,1294.68,5
2025-11-15,PRD-0233,WH-012,359,76,574,1294.68,11
2025-11-15,PRD-0112,WH-001,175,36,270,211.09,5
2025-11-15,PRD-0112,WH-012,341,73,547,211.09,13
2025-11-15,PRD-0112,WH-010,337,60,456,211.09,16
2025-11-15,PRD-0112,WH-003,376,68,514,211.09,9
2025-11-15,PRD-0061,WH-002,313,54,409,172.95,5
2025-11-15,PRD-0061,WH-012,476,97,729,172.95,17
2025-11-15,PRD-0061,WH-005,395,78,591,172.95,8
2025-11-15,PRD-0061,WH-007,169,34,256,172.95,11
2025-11-15,PRD-0370,WH-008,284,50,378,7691.07,12
2025-11-15,PRD-0370,WH-009,428,93,699,7691.07,10
2025-11-15,PRD-0370,WH-006,224,38,289,7691.07,6
2025-11-15,PRD-0370,WH-007,356,67,504,7691.07,21
2025-11-15,PRD-0366,WH-009,237,49,370,8077.13,15
2025-11-15,PRD-0366,WH-010,364,63,478,8077.13,16
2025-11-15,PRD-0366,WH-002,318,66,499,8077.13,19
2025-11-15,PRD-0366,WH-007,346,77,577,8077.13,21
2025-11-15,PRD-0185,WH-008,0,4,30,538.02,1
2025-11-15,PRD-0185,WH-012,211,40,304,538.02,5
2025-11-15,PRD-0185,WH-007,175,40,303,538.02,15
2025-11-15,PRD-0185,WH-006,121,18,135,538.02,4
2025-11-15,PRD-0654,WH-009,362,76,574,285.35,24
2025-11-15,PRD-0654,WH-001,365,64,480,285.35,19
2025-11-15,PRD-0654,WH-012,13,8,61,285.35,1
2025-11-15,PRD-0654,WH-004,513,98,735,285.35,38
2025-11-15,PRD-0566,WH-010,320,55,418,95.25,8
2025-11-15,PRD-0566,WH-004,320,65,490,95.25,22
2025-11-15,PRD-0566,WH-006,443,87,655,95.25,9
2025-11-15,PRD-0566,WH-012,215,43,324,95.25,15
2025-11-15,PRD-0797,WH-001,323,58,436,1200.09,19
2025-11-15,PRD-0797,WH-007,52,20,150,1200.09,2
2025-11-15,PRD-0797,WH-010,160,28,214,1200.09,10
2025-11-15,PRD-0797,WH-011,437,80,603,1200.09,21
2025-11-15,PRD-0536,WH-012,228,36,270,99.33,8
2025-11-15,PRD-0536,WH-004,318,60,450,99.33,10
2025-11-15,PRD-0536,WH-010,139,32,244,99.33,3
2025-11-15,PRD-0536,WH-009,235,39,297,99.33,7
2025-11-15,PRD-0784,WH-004,30,8,60,377.51,2
2025-11-15,PRD-0784,WH-007,25,13,103,377.51,2
2025-11-15,PRD-0784,WH-001,419,93,699,377.51,25
2025-11-15,PRD-0784,WH-008,226,44,331,377.51,5
2025-11-15,PRD-0491,WH-001,40,17,127,126.48,5
2025-11-15,PRD-0491,WH-006,161,36,274,126.48,9
2025-11-15,PRD-0491,WH-012,487,94,706,126.48,13
2025-11-15,PRD-0491,WH-011,404,81,609,126.48,22
2025-11-15,PRD-0365,WH-006,328,68,510,2158.87,25
2025-11-15,PRD-0365,WH-001,305,63,478,2158.87,24
2025-11-15,PRD-0365,WH-009,540,99,747,2158.87,29
2025-11-15,PRD-0365,WH-007,454,83,625,2158.87,18
2025-11-15,PRD-0501,WH-004,47,16,120,116.4,6
2025-11-15,PRD-0501,WH-002,15,9,72,116.4,2
2025-11-15,PRD-0501,WH-006,187,46,351,116.4,9
2025-11-15,PRD-0501,WH-012,62,7,54,116.4,1
2025-11-15,PRD-0594,WH-003,312,66,496,267.2,14
2025-11-15,PRD-0594,WH-002,166,27,207,267.2,5
2025-11-15,PRD-0594,WH-010,301,61,462,267.2,19
2025-11-15,PRD-0594,WH-012,113,27,207,267.2,4
2025-11-15,PRD-0586,WH-009,430,86,651,161.53,16
2025-11-15,PRD-0586,WH-011,396,88,661,161.53,14
2025-11-15,PRD-0586,WH-001,378,83,625,161.53,29
2025-11-15,PRD-0586,WH-007,129,27,208,161.53,9
2025-11-15,PRD-0045,WH-004,0,4,36,254.0,1
2025-11-15,PRD-0045,WH-012,163,38,291,254.0,14
2025-11-15,PRD-0045,WH-007,96,18,135,254.0,4
2025-11-15,PRD-0045,WH-008,343,62,465,254.0,18
2025-11-15,PRD-0249,WH-007,192,29,223,562.7,5
2025-11-15,PRD-0249,WH-006,306,52,391,562.7,11
2025-11-15,PRD-0249,WH-008,207,38,291,562.7,12
2025-11-15,PRD-0249,WH-001,297,61,462,562.7,20
2025-11-15,PRD-0299,WH-006,384,84,631,2013.84,22
2025-11-15,PRD-0299,WH-002,134,30,225,2013.84,8
2025-11-15,PRD-0299,WH-001,409,86,648,2013.84,25
2025-11-15,PRD-0299,WH-005,57,5,37,2013.84,1
2025-11-15,PRD-0512,WH-006,331,67,505,61.99,25
2025-11-15,PRD-0512,WH-008,452,93,697,61.99,32
2025-11-15,PRD-0512,WH-004,96,25,192,61.99,4
2025-11-15,PRD-0512,WH-003,453,99,745,61.99,27
2025-11-15,PRD-0645,WH-004,66,9,70,566.37,2
2025-11-15,PRD-0645,WH-010,403,76,573,566.37,14
2025-11-15,PRD-0645,WH-006,354,62,469,566.37,20
2025-11-15,PRD-0645,WH-005,381,74,559,566.37,8
2025-11-15,PRD-0323,WH-011,356,71,535,2681.19,28
2025-11-15,PRD-0323,WH-012,411,87,655,2681.19,26
2025-11-15,PRD-0323,WH-001,77,7,54,2681.19,1
2025-11-15,PRD-0323,WH-005,289,56,420,2681.19,11
2025-11-15,PRD-0626,WH-006,314,55,412,484.31,7
2025-11-15,PRD-0626,WH-011,305,64,483,484.31,11
2025-11-15,PRD-0626,WH-010,186,41,310,484.31,12
2025-11-15,PRD-0626,WH-003,302,51,382,484.31,16
2025-11-15,PRD-0258,WH-002,15,4,36,1807.25,1
2025-11-15,PRD-0258,WH-003,401,78,588,1807.25,30
2025-11-15,PRD-0258,WH-007,178,43,328,1807.25,10
2025-11-15,PRD-0258,WH-011,275,49,372,1807.25,12
2025-11-15,PRD-0741,WH-008,114,16,124,452.55,2
2025-11-15,PRD-0741,WH-002,186,41,310,452.55,4
2025-11-15,PRD-0741,WH-009,169,25,187,452.55,4
2025-11-15,PRD-0741,WH-004,32,5,39,452.55,1
2025-11-15,PRD-0441,WH-007,252,57,433,48.54,19
2025-11-15,PRD-0441,WH-003,4,9,69,48.54,1
2025-11-15,PRD-0441,WH-008,155,34,256,48.54,10
2025-11-15,PRD-0441,WH-002,11,11,87,48.54,4
2025-11-15,PRD-0433,WH-011,245,50,376,137.71,19
2025-11-15,PRD-0433,WH-003,86,12,93,137.71,3
2025-11-15,PRD-0433,WH-007,398,76,573,137.71,12
2025-11-15,PRD-0433,WH-001,270,62,468,137.71,13
2025-11-15,PRD-0008,WH-004,439,80,606,187.08,24
2025-11-15,PRD-0008,WH-003,60,14,106,187.08,4
2025-11-15,PRD-0008,WH-001,357,61,460,187.08,16
2025-11-15,PRD-0008,WH-005,432,96,720,187.08,27
2025-11-15,PRD-0113,WH-007,513,95,715,188.36,12
2025-11-15,PRD-0113,WH-006,418,89,672,188.36,21
2025-11-15,PRD-0113,WH-004,118,29,220,188.36,7
2025-11-15,PRD-0113,WH-001,168,35,265,188.36,11
2025-11-15,PRD-0419,WH-006,380,71,535,7445.98,23
2025-11-15,PRD-0419,WH-003,299,55,414,7445.98,10
2025-11-15,PRD-0419,WH-010,137,29,217,7445.98,9
2025-11-15,PRD-0419,WH-011,520,97,730,7445.98,23
2025-11-15,PRD-0548,WH-004,418,76,573,66.96,13
2025-11-15,PRD-0548,WH-008,205,39,294,66.96,15
2025-11-15,PRD-0548,WH-007,261,60,450,66.96,19
2025-11-15,PRD-0548,WH-002,539,98,738,66.96,30
2025-11-15,PRD-0677,WH-005,493,93,699,239.03,15
2025-11-15,PRD-0677,WH-012,87,22,168,239.03,3
2025-11-15,PRD-0677,WH-002,165,30,225,239.03,6
2025-11-15,PRD-0677,WH-003,438,93,700,239.03,29
2025-11-16,PRD-0663,WH-006,127,23,177,267.42,7
2025-11-16,PRD-0663,WH-008,0,6,49,267.42,1
2025-11-16,PRD-0663,WH-012,25,11,87,267.42,2
2025-11-16,PRD-0663,WH-005,210,47,358,267.42,15
2025-11-16,PRD-0618,WH-008,236,37,279,204.66,8
2025-11-16,PRD-0618,WH-009,334,68,516,204.66,19
2025-11-16,PRD-0618,WH-003,350,67,502,204.66,9
2025-11-16,PRD-0618,WH-005,372,77,582,204.66,14
2025-11-16,PRD-0415,WH-003,68,16,126,5081.7,5
2025-11-16,PRD-0415,WH-012,10,4,34,5081.7,1
2025-11-16,PRD-0415,WH-007,276,64,483,5081.7,9
2025-11-16,PRD-0415,WH-008,499,94,705,5081.7,33
2025-11-16,PRD-0351,WH-005,409,75,568,7136.11,17
2025-11-16,PRD-0351,WH-009,67,15,114,7136.11,5
2025-11-16,PRD-0351,WH-002,64,4,31,7136.11,1
2025-11-16,PRD-0351,WH-006,377,81,609,7136.11,29
2025-11-16,PRD-0096,WH-001,0,7,52,183.43,1
2025-11-16,PRD-0096,WH-007,439,80,600,183.43,15
2025-11-16,PRD-0096,WH-005,403,74,555,183.43,10
2025-11-16,PRD-0096,WH-012,453,86,648,183.43,19
2025-11-16,PRD-0634,WH-008,378,77,577,363.92,18
2025-11-16,PRD-0634,WH-007,505,97,730,363.92,27
2025-11-16,PRD-0634,WH-002,411,88,666,363.92,30
2025-11-16,PRD-0634,WH-010,443,92,691,363.92,23
2025-11-16,PRD-0492,WH-010,90,28,210,103.1,9
2025-11-16,PRD-0492,WH-006,293,61,459,103.1,12
2025-11-16,PRD-0492,WH-012,157,37,277,103.1,6
2025-11-16,PRD-0492,WH-007,446,80,601,103.1,22
2025-11-16,PRD-0614,WH-008,362,64,480,89.27,15
2025-11-16,PRD-0614,WH-006,260,51,384,89.27,18
2025-11-16,PRD-0614,WH-011,262,46,346,89.27,5
2025-11-16,PRD-0614,WH-002,209,42,319,89.27,8
2025-11-16,PRD-0620,WH-008,304,57,433,571.81,10
2025-11-16,PRD-0620,WH-004,129,19,142,571.81,2
2025-11-16,PRD-0620,WH-006,349,78,591,571.81,21
2025-11-16,PRD-0620,WH-005,434,92,693,571.81,11
2025-11-16,PRD-0537,WH-011,0,6,48,85.76,1
2025-11-16,PRD-0537,WH-006,298,68,510,85.76,20
2025-11-16,PRD-0537,WH-001,331,61,457,85.76,13
2025-11-16,PRD-0537,WH-004,268,60,456,85.76,15
2025-11-16,PRD-0134,WH-011,305,69,520,346.02,20
2025-11-16,PRD-0134,WH-005,321,60,453,346.02,11
2025-11-16,PRD-0134,WH-008,309,67,504,346.02,24
2025-11-16,PRD-0134,WH-009,528,97,729,346.02,22
2025-11-16,PRD-0311,WH-003,282,57,433,1310.93,7
2025-11-16,PRD-0311,WH-008,393,75,564,1310.93,18
2025-11-16,PRD-0311,WH-004,83,20,150,1310.93,7
2025-11-16,PRD-0311,WH-012,476,92,694,1310.93,22
2025-11-16,PRD-0676,WH-012,80,23,174,355.84,8
2025-11-16,PRD-0676,WH-004,321,62,466,355.84,17
2025-11-16,PRD-0676,WH-006,435,91,687,355.84,9
2025-11-16,PRD-0676,WH-001,149,28,214,355.84,4
2025-11-16,PRD-0149,WH-005,285,57,429,232.76,16
2025-11-16,PRD-0149,WH-012,306,68,511,232.76,21
2025-11-16,PRD-0149,WH-010,304,57,427,232.76,13
2025-11-16,PRD-0149,WH-004,426,85,642,232.76,9
2025-11-16,PRD-0692,WH-004,390,77,583,279.73,9
2025-11-16,PRD-0692,WH-006,150,27,202,279.73,5
2025-11-16,PRD-0692,WH-008,116,16,121,279.73,5
2025-11-16,PRD-0692,WH-009,50,11,82,279.73,2
2025-11-16,PRD-0430,WH-010,476,89,673,5108.44,13
2025-11-16,PRD-0430,WH-003,119,21,160,5108.44,7
2025-11-16,PRD-0430,WH-002,109,24,180,5108.44,5
2025-11-16,PRD-0430,WH-008,351,64,480,5108.44,11
2025-11-16,PRD-0222,WH-003,433,91,687,1860.65,17
2025-11-16,PRD-0222,WH-005,304,70,529,1860.65,7
2025-11-16,PRD-0222,WH-010,397,72,546,1860.65,21
2025-11-16,PRD-0222,WH-004,434,94,705,1860.65,30
2025-11-16,PRD-0248,WH-009,3,7,52,2850.47,1
2025-11-16,PRD-0248,WH-011,384,77,582,2850.47,25
2025-11-16,PRD-0248,WH-005,204,33,247,2850.47,7
2025-11-16,PRD-0248,WH-010,111,19,147,2850.47,7
2025-11-16,PRD-0442,WH-006,162,41,309,65.39,7
2025-11-16,PRD-0442,WH-007,377,75,568,65.39,8
2025-11-16,PRD-0442,WH-004,385,79,595,65.39,25
2025-11-16,PRD-0442,WH-003,379,70,526,65.39,13
2025-11-16,PRD-0091,WH-001,288,56,421,210.79,15
2025-11-16,PRD-0091,WH-008,353,79,597,210.79,19
2025-11-16,PRD-0091,WH-005,306,51,388,210.79,11
2025-11-16,PRD-0091,WH-009,220,53,397,210.79,11
2025-11-16,PRD-0789,WH-007,389,70,529,916.63,10
2025-11-16,PRD-0789,WH-008,332,62,465,916.63,11
2025-11-16,PRD-0789,WH-003,83,19,144,916.63,4
2025-11-16,PRD-0789,WH-011,61,14,108,916.63,3
2025-11-16,PRD-0686,WH-007,228,45,343,238.18,12
2025-11-16,PRD-0686,WH-003,19,10,81,238.18,3
2025-11-16,PRD-0686,WH-009,285,51,387,238.18,19
2025-11-16,PRD-0686,WH-006,367,70,525,238.18,8
2025-11-16,PRD-0628,WH-003,446,80,603,329.25,21
2025-11-16,PRD-0628,WH-004,252,54,405,329.25,8
2025-11-16,PRD-0628,WH-010,273,44,334,329.25,16
2025-11-16,PRD-0628,WH-001,180,38,286,329.25,9
2025-11-16,PRD-0183,WH-005,119,33,249,2112.54,4
2025-11-16,PRD-0183,WH-007,78,15,117,2112.54,1
2025-11-16,PRD-0183,WH-012,202,33,252,2112.54,3
2025-11-16,PRD-0183,WH-010,326,63,475,2112.54,25
2025-11-16,PRD-0117,WH-002,88,25,193,302.6,3
2025-11-16,PRD-0117,WH-010,449,87,657,302.6,23
2025-11-16,PRD-0117,WH-008,243,54,408,302.6,9
2025-11-16,PRD-0117,WH-003,437,78,586,302.6,20
2025-11-16,PRD-0615,WH-011,100,28,216,252.68,3
2025-11-16,PRD-0615,WH-003,400,73,553,252.68,20
2025-11-16,PRD-0615,WH-009,299,69,520,252.68,17
2025-11-16,PRD-0615,WH-008,315,59,445,252.68,20
2025-11-16,PRD-0141,WH-002,394,71,532,300.7,9
2025-11-16,PRD-0141,WH-011,350,71,534,300.7,7
2025-11-16,PRD-0141,WH-009,55,19,147,300.7,4
2025-11-16,PRD-0141,WH-001,220,48,364,300.7,10
2025-11-16,PRD-0084,WH-008,182,30,228,271.5,9
2025-11-16,PRD-0084,WH-002,335,66,496,271.5,16
2025-11-16,PRD-0084,WH-005,97,12,90,271.5,3
2025-11-16,PRD-0084,WH-007,322,56,421,271.5,19
2025-11-16,PRD-0296,WH-002,198,48,364,1541.82,11
2025-11-16,PRD-0296,WH-011,400,86,645,1541.82,33
2025-11-16,PRD-0296,WH-001,242,41,307,1541.82,13
2025-11-16,PRD-0296,WH-006,280,64,484,1541.82,10
2025-11-16,PRD-0405,WH-006,134,34,258,5748.51,11
2025-11-16,PRD-0405,WH-009,158,40,303,5748.51,8
2025-11-16,PRD-0405,WH-004,194,45,343,5748.51,14
2025-11-16,PRD-0405,WH-003,344,74,556,5748.51,23
2025-11-16,PRD-0360,WH-005,414,76,571,8405.24,24
2025-11-16,PRD-0360,WH-008,521,94,709,8405.24,31
2025-11-16,PRD-0360,WH-012,34,4,31,8405.24,1
2025-11-16,PRD-0360,WH-003,48,16,124,8405.24,5
2025-11-16,PRD-0682,WH-003,417,80,600,394.59,28
2025-11-16,PRD-0682,WH-012,379,83,624,394.59,17
2025-11-16,PRD-0682,WH-010,97,21,162,394.59,7
2025-11-16,PRD-0682,WH-009,164,42,316,394.59,14
2025-11-16,PRD-0171,WH-008,271,54,411,279.55,14
2025-11-16,PRD-0171,WH-003,338,69,523,279.55,22
2025-11-16,PRD-0171,WH-012,542,98,739,279.55,15
2025-11-16,PRD-0171,WH-011,129,25,189,279.55,7
2025-11-16,PRD-0701,WH-002,181,35,268,187.23,8
2025-11-16,PRD-0701,WH-011,329,65,490,187.23,11
2025-11-16,PRD-0701,WH-005,342,64,480,187.23,9
2025-11-16,PRD-0701,WH-012,0,4,36,187.23,1
2025-11-16,PRD-0503,WH-002,317,55,418,86.19,7
2025-11-16,PRD-0503,WH-012,341,75,568,86.19,9
2025-11-16,PRD-0503,WH-005,454,97,729,86.19,18
2025-11-16,PRD-0503,WH-007,187,44,331,86.19,11
2025-11-16,PRD-0571,WH-012,93,21,163,67.1,5
2025-11-16,PRD-0571,WH-011,537,99,748,67.1,18
2025-11-16,PRD-0571,WH-007,111,19,148,67.1,2
2025-11-16,PRD-0571,WH-003,434,83,627,67.1,17
2025-11-16,PRD-0329,WH-008,200,45,339,2839.57,11
2025-11-16,PRD-0329,WH-010,376,65,489,2839.57,12
2025-11-16,PRD-0329,WH-002,231,37,279,2839.57,13
2025-11-16,PRD-0329,WH-001,415,91,687,2839.57,17
2025-11-16,PRD-0721,WH-004,398,78,585,782.48,10
2025-11-16,PRD-0721,WH-008,302,67,508,782.48,26
2025-11-16,PRD-0721,WH-002,188,32,241,782.48,5
2025-11-16,PRD-0721,WH-011,308,65,490,782.48,11
2025-11-16,PRD-0756,WH-011,458,96,724,863.33,28
2025-11-16,PRD-0756,WH-007,492,99,748,863.33,11
2025-11-16,PRD-0756,WH-002,217,44,331,863.33,10
2025-11-16,PRD-0756,WH-003,114,25,193,863.33,5
2025-11-16,PRD-0254,WH-007,464,88,660,2233.41,25
2025-11-16,PRD-0254,WH-005,132,36,270,2233.41,13
2025-11-16,PRD-0254,WH-003,238,55,412,2233.41,19
2025-11-16,PRD-0254,WH-012,121,29,220,2233.41,11
2025-11-16,PRD-0053,WH-009,85,20,153,200.55,3
2025-11-16,PRD-0053,WH-007,284,53,402,200.55,15
2025-11-16,PRD-0053,WH-008,129,31,238,200.55,6
2025-11-16,PRD-0053,WH-012,362,71,534,200.55,16
2025-11-16,PRD-0671,WH-006,38,10,79,338.07,4
2025-11-16,PRD-0671,WH-002,308,57,433,338.07,17
2025-11-16,PRD-0671,WH-003,228,47,355,338.07,16
2025-11-16,PRD-0671,WH-004,211,40,303,338.07,15
2025-11-16,PRD-0267,WH-003,280,47,352,1797.77,8
2025-11-16,PRD-0267,WH-012,467,83,627,1797.77,28
2025-11-16,PRD-0267,WH-004,195,44,336,1797.77,4
2025-11-16,PRD-0267,WH-005,383,73,552,1797.77,13
2025-11-16,PRD-0145,WH-003,452,93,700,163.39,14
2025-11-16,PRD-0145,WH-004,235,38,291,163.39,11
2025-11-16,PRD-0145,WH-010,318,63,475,163.39,18
2025-11-16,PRD-0145,WH-007,306,67,504,163.39,12
2025-11-16,PRD-0306,WH-010,412,81,607,1343.5,26
2025-11-16,PRD-0306,WH-012,276,46,345,1343.5,11
2025-11-16,PRD-0306,WH-002,152,32,241,1343.5,9
2025-11-16,PRD-0306,WH-011,298,61,463,1343.5,18
2025-11-16,PRD-0427,WH-007,407,89,669,6184.21,9
2025-11-16,PRD-0427,WH-003,205,46,348,6184.21,6
2025-11-16,PRD-0427,WH-005,165,32,243,6184.21,8
2025-11-16,PRD-0427,WH-004,354,62,465,6184.21,7
2025-11-16,PRD-0777,WH-003,297,66,498,238.93,15
2025-11-16,PRD-0777,WH-006,383,80,600,238.93,30
2025-11-16,PRD-0777,WH-010,151,39,297,238.93,9
2025-11-16,PRD-0777,WH-002,423,88,664,238.93,11
2025-11-16,PRD-0457,WH-006,214,36,274,134.0,6
2025-11-16,PRD-0457,WH-001,411,74,561,134.0,22
2025-11-16,PRD-0457,WH-010,85,18,141,134.0,6
2025-11-16,PRD-0457,WH-009,272,62,466,134.0,23
2025-11-16,PRD-0479,WH-002,443,97,730,51.78,28
2025-11-16,PRD-0479,WH-012,325,63,474,51.78,16
2025-11-16,PRD-0479,WH-009,265,60,450,51.78,18
2025-11-16,PRD-0479,WH-005,535,99,745,51.78,17
2025-11-16,PRD-0743,WH-004,135,17,133,210.49,4
2025-11-16,PRD-0743,WH-007,492,99,742,210.49,22
2025-11-16,PRD-0743,WH-008,304,70,531,210.49,24
2025-11-16,PRD-0743,WH-005,253,58,436,210.49,21
2025-11-16,PRD-0480,WH-008,252,55,412,107.16,12
2025-11-16,PRD-0480,WH-010,220,51,388,107.16,10
2025-11-16,PRD-0480,WH-012,221,34,258,107.16,12
2025-11-16,PRD-0480,WH-001,120,31,237,107.16,8
2025-11-16,PRD-0496,WH-008,69,4,33,4.57,1
2025-11-16,PRD-0496,WH-002,223,51,384,4.57,9
2025-11-16,PRD-0496,WH-009,278,63,474,4.57,17
2025-11-16,PRD-0496,WH-006,158,35,262,4.57,7
2025-11-16,PRD-0653,WH-006,223,44,334,55.68,13
2025-11-16,PRD-0653,WH-005,150,34,258,55.68,4
2025-11-16,PRD-0653,WH-012,464,82,621,55.68,25
2025-11-16,PRD-0653,WH-010,404,88,660,55.68,33
2025-11-16,PRD-0262,WH-007,247,48,364,1400.01,14
2025-11-16,PRD-0262,WH-002,230,47,354,1400.01,11
2025-11-16,PRD-0262,WH-008,335,75,564,1400.01,25
2025-11-16,PRD-0262,WH-010,487,96,720,1400.01,20
2025-11-16,PRD-0283,WH-010,56,12,91,639.73,3
2025-11-16,PRD-0283,WH-006,258,48,360,639.73,9
2025-11-16,PRD-0283,WH-007,103,20,151,639.73,7
2025-11-16,PRD-0283,WH-003,45,7,58,639.73,2
2025-11-16,PRD-0035,WH-004,129,28,211,234.1,10
2025-11-16,PRD-0035,WH-010,348,66,495,234.1,20
2025-11-16,PRD-0035,WH-011,274,50,375,234.1,5
2025-11-16,PRD-0035,WH-008,421,85,637,234.1,18
2025-11-16,PRD-0669,WH-010,463,98,736,616.57,32
2025-11-16,PRD-0669,WH-011,228,38,291,616.57,9
2025-11-16,PRD-0669,WH-012,139,35,265,616.57,9
2025-11-16,PRD-0669,WH-001,111,31,232,616.57,3
2025-11-16,PRD-0738,WH-009,204,31,235,954.18,12
2025-11-16,PRD-0738,WH-001,466,91,685,954.18,9
2025-11-16,PRD-0738,WH-006,153,25,190,954.18,3
2025-11-16,PRD-0738,WH-005,241,41,309,954.18,10
2025-11-16,PRD-0371,WH-009,196,45,340,7108.8,13
2025-11-16,PRD-0371,WH-007,456,81,609,7108.8,9
2025-11-16,PRD-0371,WH-002,439,79,594,7108.8,27
2025-11-16,PRD-0371,WH-005,127,28,213,7108.8,3
2025-11-16,PRD-0313,WH-004,430,78,586,1360.97,24
2025-11-16,PRD-0313,WH-003,97,22,168,1360.97,5
2025-11-16,PRD-0313,WH-006,353,78,588,1360.97,28
2025-11-16,PRD-0313,WH-011,473,85,639,1360.97,28
2025-11-16,PRD-0426,WH-009,467,95,714,2114.14,19
2025-11-16,PRD-0426,WH-003,264,45,339,2114.14,12
2025-11-16,PRD-0426,WH-001,380,71,538,2114.14,23
2025-11-16,PRD-0426,WH-002,201,47,354,2114.14,12
2025-11-16,PRD-0565,WH-004,89,23,177,99.27,4
2025-11-16,PRD-0565,WH-011,337,67,508,99.27,11
2025-11-16,PRD-0565,WH-006,427,90,675,99.27,31
2025-11-16,PRD-0565,WH-012,24,6,45,99.27,2
2025-11-16,PRD-0544,WH-011,234,53,397,53.05,16
2025-11-16,PRD-0544,WH-012,263,56,424,53.05,11
2025-11-16,PRD-0544,WH-003,285,51,385,53.05,6
2025-11-16,PRD-0544,WH-010,384,80,600,53.05,30
2025-11-16,PRD-0354,WH-011,329,61,457,4436.17,7
2025-11-16,PRD-0354,WH-008,428,82,618,4436.17,19
2025-11-16,PRD-0354,WH-007,319,72,543,4436.17,24
2025-11-16,PRD-0354,WH-010,102,18,135,4436.17,6
2025-11-16,PRD-0576,WH-002,128,35,267,77.85,7
2025-11-16,PRD-0576,WH-003,484,92,694,77.85,32
2025-11-16,PRD-0576,WH-006,98,24,184,77.85,3
2025-11-16,PRD-0576,WH-005,334,75,568,77.85,10
2025-11-16,PRD-0780,WH-008,418,92,694,1038.94,13
2025-11-16,PRD-0780,WH-002,406,78,591,1038.94,26
2025-11-16,PRD-0780,WH-006,93,27,205,1038.94,3
2025-11-16,PRD-0780,WH-010,86,12,94,1038.94,2
2025-11-16,PRD-0508,WH-011,241,50,379,10.4,15
2025-11-16,PRD-0508,WH-010,469,88,664,10.4,15
2025-11-16,PRD-0508,WH-008,281,63,472,10.4,14
2025-11-16,PRD-0508,WH-005,341,60,456,10.4,20
2025-11-16,PRD-0364,WH-010,288,59,445,2903.88,19
2025-11-16,PRD-0364,WH-011,133,20,151,2903.88,5
2025-11-16,PRD-0364,WH-012,306,66,496,2903.88,23
2025-11-16,PRD-0364,WH-004,106,26,198,2903.88,5
2025-11-16,PRD-0246,WH-009,160,28,210,2643.86,6
2025-11-16,PRD-0246,WH-008,124,24,183,2643.86,8
2025-11-16,PRD-0246,WH-003,337,61,457,2643.86,15
2025-11-16,PRD-0246,WH-004,312,70,529,2643.86,22
2025-11-16,PRD-0024,WH-001,390,87,654,301.48,16
2025-11-16,PRD-0024,WH-006,193,43,324,301.48,9
2025-11-16,PRD-0024,WH-011,94,16,123,301.48,1
2025-11-16,PRD-0024,WH-010,338,62,468,301.48,24
2025-11-16,PRD-0231,WH-010,206,46,351,2678.76,7
2025-11-16,PRD-0231,WH-012,378,74,555,2678.76,12
2025-11-16,PRD-0231,WH-004,154,39,297,2678.76,5
2025-11-16,PRD-0231,WH-009,516,95,715,2678.76,27
2025-11-16,PRD-0289,WH-002,341,67,507,1489.93,11
2025-11-16,PRD-0289,WH-001,98,10,76,1489.93,2
2025-11-16,PRD-0289,WH-012,139,33,249,1489.93,3
2025-11-16,PRD-0289,WH-006,104,16,124,1489.93,5
2025-11-16,PRD-0155,WH-008,282,57,427,177.28,18
2025-11-16,PRD-0155,WH-002,480,90,678,177.28,16
2025-11-16,PRD-0155,WH-006,189,37,280,177.28,13
2025-11-16,PRD-0155,WH-005,334,58,436,177.28,17
2025-11-16,PRD-0308,WH-004,303,66,501,956.85,13
