product_id,product_name,category,sub_category,brand,unit_cost_eur,list_price_eur
PRD-0587,Esdec Facade 660,Structures et Fixations,Facade,Esdec,225.43,292.15
PRD-0588,Mounting Systems Sol 880,Structures et Fixations,Sol,Mounting Systems,455.65,641.23
PRD-0589,K2 Systems Toiture 570,Structures et Fixations,Toiture,K2 Systems,89.97,124.68
PRD-0590,K2 Systems Toiture 567,Structures et Fixations,Toiture,K2 Systems,585.85,747.07
PRD-0591,Mounting Systems Toiture 235,Structures et Fixations,Toiture,Mounting Systems,147.5,201.74
PRD-0592,Schletter Tracker 195,Structures et Fixations,Tracker,Schletter,502.78,705.82
PRD-0593,Esdec Tracker 764,Structures et Fixations,Tracker,Esdec,82.03,111.82
PRD-0594,K2 Systems Sol 816,Structures et Fixations,Sol,K2 Systems,267.2,347.26
PRD-0595,Mounting Systems Sol 101,Structures et Fixations,Sol,Mounting Systems,395.18,541.61
PRD-0596,Mounting Systems Sol 631,Structures et Fixations,Sol,Mounting Systems,80.32,108.45
PRD-0597,K2 Systems Facade 223,Structures et Fixations,Facade,K2 Systems,42.91,56.05
PRD-0598,Schletter Facade 191,Structures et Fixations,Facade,Schletter,317.28,408.28
PRD-0599,K2 Systems Toiture 240,Structures et Fixations,Toiture,K2 Systems,202.9,285.01
PRD-0600,Schletter Facade 170,Structures et Fixations,Facade,Schletter,388.98,531.18
PRD-0601,Schletter Toiture 743,Structures et Fixations,Toiture,Schletter,276.6,380.07
PRD-0602,Mounting Systems Sol 322,Structures et Fixations,Sol,Mounting Systems,387.0,512.06
PRD-0603,K2 Systems Toiture 847,Structures et Fixations,Toiture,K2 Systems,122.1,155.01
PRD-0604,Esdec Facade 243,Structures et Fixations,Facade,Esdec,593.66,772.44
PRD-0605,Esdec Sol 715,Structures et Fixations,Sol,Esdec,413.54,533.47
PRD-0606,K2 Systems Tracker 408,Structures et Fixations,Tracker,K2 Systems,503.57,685.92
PRD-0607,Schletter Sol 155,Structures et Fixations,Sol,Schletter,470.65,610.88
PRD-0608,Mounting Systems Sol 753,Structures et Fixations,Sol,Mounting Systems,263.35,339.41
PRD-0609,K2 Systems Toiture 235,Structures et Fixations,Toiture,K2 Systems,558.33,790.16
PRD-0610,Mounting Systems Facade 881,Structures et Fixations,Facade,Mounting Systems,237.12,324.06
PRD-0611,K2 Systems Facade 368,Structures et Fixations,Facade,K2 Systems,49.59,62.52
PRD-0612,K2 Systems Sol 507,Structures et Fixations,Sol,K2 Systems,523.16,741.93
PRD-0613,Mounting Systems Tracker 755,Structures et Fixations,Tracker,Mounting Systems,279.35,367.68
PRD-0614,Esdec Sol 308,Structures et Fixations,Sol,Esdec,89.27,112.7
PRD-0615,Esdec Sol 954,Structures et Fixations,Sol,Esdec,252.68,343.05
PRD-0616,Esdec Toiture 966,Structures et Fixations,Toiture,Esdec,417.31,574.01
PRD-0617,K2 Systems Sol 218,Structures et Fixations,Sol,K2 Systems,165.11,233.36
PRD-0618,K2 Systems Facade 858,Structures et Fixations,Facade,K2 Systems,204.66,281.97
PRD-0619,K2 Systems Sol 111,Structures et Fixations,Sol,K2 Systems,46.78,59.5
PRD-0620,Mounting Systems Sol 901,Structures et Fixations,Sol,Mounting Systems,571.81,764.76
PRD-0621,Schletter Tracker 994,Structures et Fixations,Tracker,Schletter,238.46,328.9
PRD-0622,K2 Systems Tracker 926,Structures et Fixations,Tracker,K2 Systems,501.01,628.57
PRD-0623,Esdec Facade 690,Structures et Fixations,Facade,Esdec,342.67,442.89
PRD-0624,Mounting Systems Toiture 611,Structures et Fixations,Toiture,Mounting Systems,299.02,391.4
PRD-0625,Esdec Sol 687,Structures et Fixations,Sol,Esdec,121.39,167.98
PRD-0626,Schletter Toiture 979,Structures et Fixations,Toiture,Schletter,484.31,605.58
PRD-0627,Schletter Toiture 253,Structures et Fixations,Toiture,Schletter,64.52,84.49
PRD-0628,K2 Systems Sol 858,Structures et Fixations,Sol,K2 Systems,329.25,464.65
PRD-0629,Schletter Facade 837,Structures et Fixations,Facade,Schletter,220.95,291.35
PRD-0630,Esdec Tracker 222,Structures et Fixations,Tracker,Esdec,497.34,669.5
PRD-0631,Schletter Toiture 147,Structures et Fixations,Toiture,Schletter,162.7,217.39
PRD-0632,K2 Systems Facade 892,Structures et Fixations,Facade,K2 Systems,504.9,707.74
PRD-0633,Esdec Tracker 477,Structures et Fixations,Tracker,Esdec,86.59,114.79
PRD-0634,Esdec Sol 737,Structures et Fixations,Sol,Esdec,363.92,472.86
PRD-0635,Mounting Systems Sol 891,Structures et Fixations,Sol,Mounting Systems,229.27,326.21
PRD-0636,Schletter Sol 124,Structures et Fixations,Sol,Schletter,115.15,162.92
PRD-0637,Esdec Sol 109,Structures et Fixations,Sol,Esdec,385.03,526.96
PRD-0638,K2 Systems Tracker 855,Structures et Fixations,Tracker,K2 Systems,472.06,619.2
PRD-0639,K2 Systems Tracker 529,Structures et Fixations,Tracker,K2 Systems,143.07,203.9
PRD-0640,K2 Systems Facade 386,Structures et Fixations,Facade,K2 Systems,612.44,779.42
PRD-0641,K2 Systems Toiture 632,Structures et Fixations,Toiture,K2 Systems,526.28,740.96
PRD-0642,Esdec Facade 694,Structures et Fixations,Facade,Esdec,285.62,393.84
PRD-0643,Schletter Toiture 706,Structures et Fixations,Toiture,Schletter,401.51,527.91
PRD-0644,Mounting Systems Toiture 398,Structures et Fixations,Toiture,Mounting Systems,430.32,546.83
PRD-0645,Esdec Tracker 951,Structures et Fixations,Tracker,Esdec,566.37,744.53
PRD-0646,Esdec Tracker 307,Structures et Fixations,Tracker,Esdec,302.56,389.57
PRD-0647,K2 Systems Sol 577,Structures et Fixations,Sol,K2 Systems,130.51,166.56
PRD-0648,Mounting Systems Tracker 888,Structures et Fixations,Tracker,Mounting Systems,107.4,140.55
PRD-0649,Mounting Systems Sol 222,Structures et Fixations,Sol,Mounting Systems,217.53,281.23
PRD-0650,Schletter Toiture 821,Structures et Fixations,Toiture,Schletter,504.61,655.7
PRD-0651,Schletter Toiture 193,Structures et Fixations,Toiture,Schletter,519.36,676.94
PRD-0652,Esdec Sol 406,Structures et Fixations,Sol,Esdec,276.04,347.18
PRD-0653,Schletter Tracker 563,Structures et Fixations,Tracker,Schletter,55.68,73.31
PRD-0654,K2 Systems Sol 243,Structures et Fixations,Sol,K2 Systems,285.35,396.53
PRD-0655,K2 Systems Toiture 327,Structures et Fixations,Toiture,K2 Systems,69.48,96.25
PRD-0656,Schletter Sol 745,Structures et Fixations,Sol,Schletter,509.35,667.76
PRD-0657,Esdec Toiture 166,Structures et Fixations,Toiture,Esdec,584.92,738.07
PRD-0658,Mounting Systems Sol 967,Structures et Fixations,Sol,Mounting Systems,519.53,656.97
PRD-0659,K2 Systems Tracker 272,Structures et Fixations,Tracker,K2 Systems,61.83,82.02
PRD-0660,Mounting Systems Facade 536,Structures et Fixations,Facade,Mounting Systems,321.52,422.09
PRD-0661,Esdec Sol 386,Structures et Fixations,Sol,Esdec,164.88,211.04
PRD-0662,Schletter Facade 351,Structures et Fixations,Facade,Schletter,56.09,75.99
PRD-0663,Mounting Systems Tracker 162,Structures et Fixations,Tracker,Mounting Systems,267.42,358.99
PRD-0664,Esdec Toiture 758,Structures et Fixations,Toiture,Esdec,255.67,337.26
PRD-0665,K2 Systems Sol 467,Structures et Fixations,Sol,K2 Systems,571.71,792.05
PRD-0666,Mounting Systems Facade 429,Structures et Fixations,Facade,Mounting Systems,229.0,308.03
PRD-0667,Esdec Facade 324,Structures et Fixations,Facade,Esdec,141.99,184.86
PRD-0668,Esdec Toiture 642,Structures et Fixations,Toiture,Esdec,65.84,93.94
PRD-0669,Schletter Tracker 772,Structures et Fixations,Tracker,Schletter,616.57,780.48
PRD-0670,Esdec Sol 854,Structures et Fixations,Sol,Esdec,324.59,450.27
PRD-0671,Schletter Toiture 497,Structures et Fixations,Toiture,Schletter,338.07,481.77
PRD-0672,Schletter Tracker 925,Structures et Fixations,Tracker,Schletter,134.88,182.08
PRD-0673,K2 Systems Tracker 681,Structures et Fixations,Tracker,K2 Systems,441.76,577.59
PRD-0674,Schletter Sol 604,Structures et Fixations,Sol,Schletter,487.11,677.52
PRD-0675,Schletter Tracker 338,Structures et Fixations,Tracker,Schletter,330.49,417.83
PRD-0676,K2 Systems Sol 728,Structures et Fixations,Sol,K2 Systems,355.84,444.84
PRD-0677,Schletter Sol 921,Structures et Fixations,Sol,Schletter,239.03,305.57
PRD-0678,K2 Systems Tracker 245,Structures et Fixations,Tracker,K2 Systems,49.25,66.43
PRD-0679,Esdec Toiture 778,Structures et Fixations,Toiture,Esdec,587.55,770.42
PRD-0680,K2 Systems Facade 261,Structures et Fixations,Facade,K2 Systems,232.18,302.42
PRD-0681,Mounting Systems Facade 675,Structures et Fixations,Facade,Mounting Systems,420.16,536.89
PRD-0682,Schletter Tracker 487,Structures et Fixations,Tracker,Schletter,394.59,549.15
PRD-0683,Esdec Tracker 818,Structures et Fixations,Tracker,Esdec,105.8,145.51
PRD-0684,K2 Systems Facade 928,Structures et Fixations,Facade,K2 Systems,143.31,186.56
PRD-0685,K2 Systems Sol 863,Structures et Fixations,Sol,K2 Systems,591.43,752.52
PRD-0686,Schletter Toiture 751,Structures et Fixations,Toiture,Schletter,238.18,310.11
PRD-0687,Esdec Toiture 355,Structures et Fixations,Toiture,Esdec,297.77,384.97
PRD-0688,Esdec Toiture 101,Structures et Fixations,Toiture,Esdec,191.37,242.49
PRD-0689,Mounting Systems Toiture 270,Structures et Fixations,Toiture,Mounting Systems,287.04,378.67
PRD-0690,Mounting Systems Facade 484,Structures et Fixations,Facade,Mounting Systems,544.08,711.33
PRD-0691,Mounting Systems Toiture 876,Structures et Fixations,Toiture,Mounting Systems,476.15,641.55
PRD-0692,Schletter Sol 134,Structures et Fixations,Sol,Schletter,279.73,388.47
PRD-0693,K2 Systems Tracker 175,Structures et Fixations,Tracker,K2 Systems,203.73,289.04
PRD-0694,Schletter Tracker 176,Structures et Fixations,Tracker,Schletter,561.24,715.95
PRD-0695,Esdec Toiture 594,Structures et Fixations,Toiture,Esdec,366.01,495.52
PRD-0696,Mounting Systems Toiture 544,Structures et Fixations,Toiture,Mounting Systems,592.98,756.83
PRD-0697,K2 Systems Sol 294,Structures et Fixations,Sol,K2 Systems,98.16,125.94
PRD-0698,Esdec Facade 198,Structures et Fixations,Facade,Esdec,420.14,545.45
PRD-0699,Mounting Systems Toiture 257,Structures et Fixations,Toiture,Mounting Systems,342.85,478.83
PRD-0700,Esdec Toiture 943,Structures et Fixations,Toiture,Esdec,41.82,52.86
PRD-0701,Meteocontrol Capteur 753,Monitoring et Smart,Capteur,Meteocontrol,187.23,284.28
PRD-0702,Solar-Log Logiciel SCADA 903,Monitoring et Smart,Logiciel SCADA,Solar-Log,676.75,999.78
PRD-0703,Fronius Capteur 193,Monitoring et Smart,Capteur,Fronius,584.42,1029.28
PRD-0704,Meteocontrol Capteur 291,Monitoring et Smart,Capteur,Meteocontrol,502.05,804.94
PRD-0705,Solar-Log Capteur 331,Monitoring et Smart,Capteur,Solar-Log,364.35,600.26
PRD-0706,Solar-Log Logiciel SCADA 199,Monitoring et Smart,Logiciel SCADA,Solar-Log,217.08,387.15
PRD-0707,SolarEdge Compteur intelligent 874,Monitoring et Smart,Compteur intelligent,SolarEdge,1009.46,1635.54
PRD-0708,Solar-Log Passerelle IoT 528,Monitoring et Smart,Passerelle IoT,Solar-Log,910.41,1697.51
PRD-0709,Meteocontrol Capteur 974,Monitoring et Smart,Capteur,Meteocontrol,687.56,1004.9
PRD-0710,Meteocontrol Compteur intelligent 277,Monitoring et Smart,Compteur intelligent,Meteocontrol,180.22,328.54
PRD-0711,Meteocontrol Passerelle IoT 533,Monitoring et Smart,Passerelle IoT,Meteocontrol,1103.97,1636.08
PRD-0712,Fronius Compteur intelligent 251,Monitoring et Smart,Compteur intelligent,Fronius,258.99,483.65
PRD-0713,SolarEdge Logiciel SCADA 168,Monitoring et Smart,Logiciel SCADA,SolarEdge,946.69,1830.53
PRD-0714,Fronius Compteur intelligent 977,Monitoring et Smart,Compteur intelligent,Fronius,682.21,1157.09
PRD-0715,Fronius Logiciel SCADA 817,Monitoring et Smart,Logiciel SCADA,Fronius,1285.27,1842.61
PRD-0716,Solar-Log Capteur 702,Monitoring et Smart,Capteur,Solar-Log,594.9,887.44
PRD-0717,Solar-Log Compteur intelligent 392,Monitoring et Smart,Compteur intelligent,Solar-Log,794.76,1169.1
PRD-0718,Fronius Logiciel SCADA 685,Monitoring et Smart,Logiciel SCADA,Fronius,342.48,601.86
PRD-0719,Solar-Log Capteur 733,Monitoring et Smart,Capteur,Solar-Log,264.6,427.18
PRD-0720,Solar-Log Capteur 807,Monitoring et Smart,Capteur,Solar-Log,446.63,852.01
PRD-0721,Solar-Log Passerelle IoT 481,Monitoring et Smart,Passerelle IoT,Solar-Log,782.48,1516.92
PRD-0722,SolarEdge Compteur intelligent 387,Monitoring et Smart,Compteur intelligent,SolarEdge,1056.93,1653.03
PRD-0723,Solar-Log Capteur 407,Monitoring et Smart,Capteur,Solar-Log,1274.62,1947.74
PRD-0724,SolarEdge Capteur 761,Monitoring et Smart,Capteur,SolarEdge,377.33,611.9
PRD-0725,Meteocontrol Compteur intelligent 516,Monitoring et Smart,Compteur intelligent,Meteocontrol,485.89,939.26
PRD-0726,SolarEdge Capteur 262,Monitoring et Smart,Capteur,SolarEdge,990.89,1659.93
PRD-0727,SolarEdge Compteur intelligent 899,Monitoring et Smart,Compteur intelligent,SolarEdge,896.89,1448.18
PRD-0728,Meteocontrol Compteur intelligent 957,Monitoring et Smart,Compteur intelligent,Meteocontrol,248.7,466.25
PRD-0729,Meteocontrol Compteur intelligent 469,Monitoring et Smart,Compteur intelligent,Meteocontrol,112.33,162.83
PRD-0730,SolarEdge Passerelle IoT 506,Monitoring et Smart,Passerelle IoT,SolarEdge,485.65,799.87
PRD-0731,Solar-Log Compteur intelligent 556,Monitoring et Smart,Compteur intelligent,Solar-Log,337.06,559.68
PRD-0732,Fronius Passerelle IoT 267,Monitoring et Smart,Passerelle IoT,Fronius,765.55,1215.07
PRD-0733,Solar-Log Logiciel SCADA 266,Monitoring et Smart,Logiciel SCADA,Solar-Log,399.53,641.63
PRD-0734,Meteocontrol Passerelle IoT 375,Monitoring et Smart,Passerelle IoT,Meteocontrol,750.74,1330.02
PRD-0735,Solar-Log Capteur 798,Monitoring et Smart,Capteur,Solar-Log,882.85,1742.8
PRD-0736,Fronius Compteur intelligent 715,Monitoring et Smart,Compteur intelligent,Fronius,1045.13,1831.88
PRD-0737,Meteocontrol Compteur intelligent 412,Monitoring et Smart,Compteur intelligent,Meteocontrol,312.36,579.54
PRD-0738,Fronius Logiciel SCADA 570,Monitoring et Smart,Logiciel SCADA,Fronius,954.18,1801.42
PRD-0739,Meteocontrol Logiciel SCADA 944,Monitoring et Smart,Logiciel SCADA,Meteocontrol,557.07,986.73
PRD-0740,Solar-Log Capteur 963,Monitoring et Smart,Capteur,Solar-Log,56.99,113.96
PRD-0741,SolarEdge Logiciel SCADA 165,Monitoring et Smart,Logiciel SCADA,SolarEdge,452.55,667.1
PRD-0742,SolarEdge Logiciel SCADA 367,Monitoring et Smart,Logiciel SCADA,SolarEdge,695.05,1317.13
PRD-0743,Meteocontrol Logiciel SCADA 158,Monitoring et Smart,Logiciel SCADA,Meteocontrol,210.49,384.87
PRD-0744,SolarEdge Capteur 771,Monitoring et Smart,Capteur,SolarEdge,774.4,1393.44
PRD-0745,SolarEdge Capteur 497,Monitoring et Smart,Capteur,SolarEdge,365.4,592.91
PRD-0746,Meteocontrol Compteur intelligent 802,Monitoring et Smart,Compteur intelligent,Meteocontrol,419.12,752.02
PRD-0747,SolarEdge Capteur 960,Monitoring et Smart,Capteur,SolarEdge,564.84,1063.9
PRD-0748,SolarEdge Passerelle IoT 364,Monitoring et Smart,Passerelle IoT,SolarEdge,192.51,285.45
PRD-0749,SolarEdge Passerelle IoT 328,Monitoring et Smart,Passerelle IoT,SolarEdge,880.68,1343.43
PRD-0750,Fronius Logiciel SCADA 366,Monitoring et Smart,Logiciel SCADA,Fronius,1012.31,1597.37
PRD-0751,Fronius Logiciel SCADA 987,Monitoring et Smart,Logiciel SCADA,Fronius,1040.51,1717.31
PRD-0752,Fronius Compteur intelligent 988,Monitoring et Smart,Compteur intelligent,Fronius,1073.78,1789.91
PRD-0753,SolarEdge Capteur 254,Monitoring et Smart,Capteur,SolarEdge,465.31,884.9
PRD-0754,Meteocontrol Passerelle IoT 568,Monitoring et Smart,Passerelle IoT,Meteocontrol,377.46,751.07
PRD-0755,SolarEdge Passerelle IoT 182,Monitoring et Smart,Passerelle IoT,SolarEdge,1154.27,1738.55
PRD-0756,SolarEdge Capteur 749,Monitoring et Smart,Capteur,SolarEdge,863.33,1298.96
PRD-0757,Solar-Log Compteur intelligent 892,Monitoring et Smart,Compteur intelligent,Solar-Log,631.07,958.9
PRD-0758,Meteocontrol Passerelle IoT 190,Monitoring et Smart,Passerelle IoT,Meteocontrol,563.81,1030.2
PRD-0759,Fronius Passerelle IoT 588,Monitoring et Smart,Passerelle IoT,Fronius,807.37,1303.63
PRD-0760,Solar-Log Capteur 482,Monitoring et Smart,Capteur,Solar-Log,113.33,171.68
PRD-0761,SolarEdge Compteur intelligent 118,Monitoring et Smart,Compteur intelligent,SolarEdge,913.26,1538.01
PRD-0762,Meteocontrol Compteur intelligent 419,Monitoring et Smart,Compteur intelligent,Meteocontrol,277.99,529.9
PRD-0763,Solar-Log Passerelle IoT 271,Monitoring et Smart,Passerelle IoT,Solar-Log,482.55,828.75
PRD-0764,Solar-Log Compteur intelligent 845,Monitoring et Smart,Compteur intelligent,Solar-Log,427.83,666.58
PRD-0765,Fronius Logiciel SCADA 450,Monitoring et Smart,Logiciel SCADA,Fronius,895.19,1787.15
PRD-0766,SolarEdge Capteur 931,Monitoring et Smart,Capteur,SolarEdge,1017.36,1525.22
PRD-0767,Solar-Log Capteur 234,Monitoring et Smart,Capteur,Solar-Log,296.13,533.99
PRD-0768,Solar-Log Passerelle IoT 475,Monitoring et Smart,Passerelle IoT,Solar-Log,813.05,1220.42
PRD-0769,Fronius Compteur intelligent 647,Monitoring et Smart,Compteur intelligent,Fronius,1145.49,1765.43
PRD-0770,Solar-Log Compteur intelligent 120,Monitoring et Smart,Compteur intelligent,Solar-Log,772.94,1357.74
PRD-0771,Solar-Log Compteur intelligent 660,Monitoring et Smart,Compteur intelligent,Solar-Log,556.48,891.87
PRD-0772,Fronius Logiciel SCADA 802,Monitoring et Smart,Logiciel SCADA,Fronius,944.57,1433.55
PRD-0773,SolarEdge Compteur intelligent 632,Monitoring et Smart,Compteur intelligent,SolarEdge,611.59,899.66
PRD-0774,Meteocontrol Logiciel SCADA 623,Monitoring et Smart,Logiciel SCADA,Meteocontrol,466.05,895.77
PRD-0775,SolarEdge Compteur intelligent 303,Monitoring et Smart,Compteur intelligent,SolarEdge,214.9,316.62
PRD-0776,SolarEdge Passerelle IoT 466,Monitoring et Smart,Passerelle IoT,SolarEdge,848.96,1679.85
PRD-0777,SolarEdge Capteur 312,Monitoring et Smart,Capteur,SolarEdge,238.93,404.71
PRD-0778,SolarEdge Capteur 191,Monitoring et Smart,Capteur,SolarEdge,380.5,545.56
PRD-0779,Fronius Compteur intelligent 623,Monitoring et Smart,Compteur intelligent,Fronius,261.45,383.37
PRD-0780,Solar-Log Compteur intelligent 567,Monitoring et Smart,Compteur intelligent,Solar-Log,1038.94,1819.08
PRD-0781,SolarEdge Logiciel SCADA 278,Monitoring et Smart,Logiciel SCADA,SolarEdge,667.89,982.13
PRD-0782,SolarEdge Compteur intelligent 536,Monitoring et Smart,Compteur intelligent,SolarEdge,442.91,784.41
PRD-0783,Solar-Log Compteur intelligent 109,Monitoring et Smart,Compteur intelligent,Solar-Log,896.37,1717.37
PRD-0784,Meteocontrol Passerelle IoT 736,Monitoring et Smart,Passerelle IoT,Meteocontrol,377.51,724.46
PRD-0785,Solar-Log Logiciel SCADA 216,Monitoring et Smart,Logiciel SCADA,Solar-Log,510.2,807.98
PRD-0786,Fronius Capteur 494,Monitoring et Smart,Capteur,Fronius,1245.03,1928.39
PRD-0787,Fronius Capteur 215,Monitoring et Smart,Capteur,Fronius,720.54,1332.81
PRD-0788,Solar-Log Passerelle IoT 206,Monitoring et Smart,Passerelle IoT,Solar-Log,1043.66,1964.98
PRD-0789,Fronius Capteur 285,Monitoring et Smart,Capteur,Fronius,916.63,1624.3
PRD-0790,SolarEdge Capteur 958,Monitoring et Smart,Capteur,SolarEdge,665.46,1261.58
PRD-0791,Fronius Passerelle IoT 521,Monitoring et Smart,Passerelle IoT,Fronius,1252.37,1848.76
PRD-0792,Solar-Log Capteur 112,Monitoring et Smart,Capteur,Solar-Log,125.37,220.34
PRD-0793,SolarEdge Passerelle IoT 733,Monitoring et Smart,Passerelle IoT,SolarEdge,610.88,1086.29
PRD-0794,Fronius Compteur intelligent 454,Monitoring et Smart,Compteur intelligent,Fronius,882.61,1357.26
PRD-0795,Meteocontrol Capteur 727,Monitoring et Smart,Capteur,Meteocontrol,996.73,1694.16
PRD-0796,Solar-Log Compteur intelligent 969,Monitoring et Smart,Compteur intelligent,Solar-Log,884.22,1322.46
PRD-0797,Fronius Capteur 603,Monitoring et Smart,Capteur,Fronius,1200.09,1751.89
PRD-0798,Meteocontrol Logiciel SCADA 619,Monitoring et Smart,Logiciel SCADA,Meteocontrol,469.55,728.7
PRD-0799,Fronius Passerelle IoT 570,Monitoring et Smart,Passerelle IoT,Fronius,565.65,866.23
PRD-0800,Fronius Capteur 423,Monitoring et Smart,Capteur,Fronius,160.43,267.24
