CapteurID,Timestamp,Consommation_kWh,Tension_V,Frequence_Hz,FacteurPuissance,Temperature_C,Qualite_Signal
CAP_0059,2025-01-03 14:00:00,138.7,236.33,49.99,0.91,15.3,Faible
CAP_0059,2025-01-03 15:00:00,140.76,233.5,49.94,0.96,28.6,Faible
CAP_0059,2025-01-03 16:00:00,295.89,222.54,49.99,0.89,34.7,Moyen
CAP_0059,2025-01-03 17:00:00,228.98,221.53,49.85,0.87,22.7,Faible
CAP_0059,2025-01-03 18:00:00,271.38,232.34,50.07,0.97,16.7,Moyen
CAP_0059,2025-01-03 19:00:00,191.7,222.83,50.11,0.91,16.6,Moyen
CAP_0059,2025-01-03 20:00:00,243.49,187.63,50.02,0.9,22.6,Moyen
CAP_0059,2025-01-03 21:00:00,91.37,237.17,50.03,0.98,25.3,Moyen
CAP_0059,2025-01-03 22:00:00,55.71,220.84,50.09,0.96,25.3,Faible
CAP_0059,2025-01-03 23:00:00,251.02,224.02,50.07,0.86,25.5,Faible
CAP_0060,2025-01-01 00:00:00,101.76,224.6,49.86,0.89,24.5,Moyen
CAP_0060,2025-01-01 01:00:00,63.12,220.49,49.97,0.87,26.4,Faible
CAP_0060,2025-01-01 02:00:00,171.68,228.83,50.14,0.94,34.9,Excellent
CAP_0060,2025-01-01 03:00:00,78.05,227.25,49.88,0.97,29.0,Excellent
CAP_0060,2025-01-01 04:00:00,95.24,235.25,49.9,0.9,29.8,Moyen
CAP_0060,2025-01-01 05:00:00,272.38,225.5,49.97,0.91,33.5,Excellent
CAP_0060,2025-01-01 06:00:00,241.8,222.72,50.0,0.88,32.8,Faible
CAP_0060,2025-01-01 07:00:00,249.8,228.8,50.05,0.89,29.9,Bon
CAP_0060,2025-01-01 08:00:00,204.58,229.6,49.99,0.91,24.6,Excellent
CAP_0060,2025-01-01 09:00:00,92.2,230.46,50.04,0.91,21.7,Bon
CAP_0060,2025-01-01 10:00:00,288.51,224.93,49.95,0.92,24.2,Excellent
CAP_0060,2025-01-01 11:00:00,185.38,224.32,50.01,0.9,29.4,Moyen
CAP_0060,2025-01-01 12:00:00,279.38,230.21,49.9,0.93,28.2,Excellent
CAP_0060,2025-01-01 13:00:00,135.66,237.68,49.8,0.96,30.8,Bon
CAP_0060,2025-01-01 14:00:00,111.47,225.6,50.17,0.88,34.7,Bon
CAP_0060,2025-01-01 15:00:00,174.81,239.09,50.08,0.96,17.7,Bon
CAP_0060,2025-01-01 16:00:00,56.1,226.2,50.0,0.91,24.1,Faible
CAP_0060,2025-01-01 17:00:00,72.06,227.42,50.06,0.93,33.7,Moyen
CAP_0060,2025-01-01 18:00:00,182.92,230.9,49.86,0.94,32.7,Faible
CAP_0060,2025-01-01 19:00:00,98.17,238.22,49.89,0.97,19.1,Faible
CAP_0060,2025-01-01 20:00:00,100.11,224.52,50.02,0.97,15.1,Faible
CAP_0060,2025-01-01 21:00:00,280.96,231.19,49.84,0.97,31.5,Faible
CAP_0060,2025-01-01 22:00:00,216.76,224.44,50.0,0.89,17.5,Bon
CAP_0060,2025-01-01 23:00:00,249.01,237.23,50.02,0.89,34.1,Bon
CAP_0060,2025-01-02 00:00:00,201.22,220.85,50.19,0.96,20.5,Faible
CAP_0060,2025-01-02 01:00:00,226.5,226.37,49.82,0.87,15.7,Excellent
CAP_0060,2025-01-02 02:00:00,240.16,229.63,50.2,0.87,22.9,Moyen
CAP_0060,2025-01-02 03:00:00,131.42,229.37,50.2,0.87,24.9,Bon
CAP_0060,2025-01-02 04:00:00,238.71,237.45,50.13,0.88,18.4,Faible
CAP_0060,2025-01-02 05:00:00,195.47,221.32,49.95,0.91,24.1,Moyen
CAP_0060,2025-01-02 06:00:00,131.0,221.53,50.06,0.92,19.4,Excellent
CAP_0060,2025-01-02 07:00:00,192.19,238.97,49.82,0.96,25.5,Faible
CAP_0060,2025-01-02 08:00:00,146.49,238.22,50.19,0.96,32.1,Moyen
CAP_0060,2025-01-02 09:00:00,154.59,236.41,49.88,0.96,34.0,Moyen
CAP_0060,2025-01-02 10:00:00,159.3,226.52,49.92,0.97,29.9,Excellent
CAP_0060,2025-01-02 11:00:00,206.54,187.67,50.1,0.94,28.7,Faible
CAP_0060,2025-01-02 12:00:00,75.22,236.9,50.02,0.87,25.6,Bon
CAP_0060,2025-01-02 13:00:00,105.18,237.32,50.13,0.9,24.7,Moyen
CAP_0060,2025-01-02 14:00:00,187.69,232.8,50.15,0.87,25.3,Faible
CAP_0060,2025-01-02 15:00:00,293.03,220.35,49.97,0.98,30.9,Faible
CAP_0060,2025-01-02 16:00:00,143.45,225.72,50.19,0.97,32.7,Moyen
CAP_0060,2025-01-02 17:00:00,281.91,224.09,49.81,0.97,19.2,Excellent
CAP_0060,2025-01-02 18:00:00,88.06,233.44,49.85,0.86,31.6,Bon
CAP_0060,2025-01-02 19:00:00,201.56,228.55,50.07,0.92,33.8,Bon
CAP_0060,2025-01-02 20:00:00,138.46,225.75,49.93,0.93,20.6,Faible
CAP_0060,2025-01-02 21:00:00,167.33,223.22,50.03,0.85,16.9,Bon
CAP_0060,2025-01-02 22:00:00,220.88,234.48,50.06,0.89,28.2,Faible
CAP_0060,2025-01-02 23:00:00,172.96,228.59,50.06,0.91,21.7,Moyen
CAP_0060,2025-01-03 00:00:00,250.59,227.38,49.81,0.89,26.2,Faible
CAP_0060,2025-01-03 01:00:00,202.18,234.11,50.13,0.86,32.1,Moyen
CAP_0060,2025-01-03 02:00:00,64.62,228.53,50.11,0.86,34.0,Faible
CAP_0060,2025-01-03 03:00:00,242.75,230.07,50.05,0.91,29.5,Moyen
CAP_0060,2025-01-03 04:00:00,161.2,221.07,50.14,0.98,28.5,Moyen
CAP_0060,2025-01-03 05:00:00,76.31,226.85,49.82,0.87,27.6,Moyen
CAP_0060,2025-01-03 06:00:00,196.56,220.49,50.13,0.92,18.3,Excellent
CAP_0060,2025-01-03 07:00:00,77.37,234.24,50.15,0.93,16.6,Bon
CAP_0060,2025-01-03 08:00:00,237.77,238.01,50.06,0.85,25.4,Excellent
CAP_0060,2025-01-03 09:00:00,75.86,239.34,49.86,0.96,30.2,Excellent
CAP_0060,2025-01-03 10:00:00,61.72,230.33,49.8,0.86,18.1,Faible
CAP_0060,2025-01-03 11:00:00,107.08,231.52,50.01,0.94,32.1,Moyen
CAP_0060,2025-01-03 12:00:00,233.35,234.36,50.03,0.85,21.8,Faible
CAP_0060,2025-01-03 13:00:00,276.54,239.12,50.01,0.92,20.8,Faible
CAP_0060,2025-01-03 14:00:00,296.4,232.42,50.1,0.85,26.2,Faible
CAP_0060,2025-01-03 15:00:00,228.9,228.25,49.81,0.9,29.4,Faible
CAP_0060,2025-01-03 16:00:00,102.49,231.47,50.16,0.96,20.1,Bon
CAP_0060,2025-01-03 17:00:00,75.43,231.85,49.83,0.85,26.2,Bon
CAP_0060,2025-01-03 18:00:00,92.74,234.51,50.13,0.93,24.6,Faible
CAP_0060,2025-01-03 19:00:00,82.34,227.97,50.19,0.92,30.4,Bon
CAP_0060,2025-01-03 20:00:00,260.57,230.42,50.16,0.95,28.3,Bon
CAP_0060,2025-01-03 21:00:00,288.61,222.98,50.03,0.94,31.5,Bon
CAP_0060,2025-01-03 22:00:00,189.54,230.48,50.1,0.87,18.2,Excellent
CAP_0060,2025-01-03 23:00:00,86.57,226.83,50.17,0.96,34.6,Faible
CAP_0061,2025-01-01 00:00:00,161.98,237.15,50.01,0.93,34.4,Moyen
CAP_0061,2025-01-01 01:00:00,123.53,239.2,50.18,0.91,27.9,Moyen
CAP_0061,2025-01-01 02:00:00,121.01,223.71,50.06,0.87,30.1,Bon
CAP_0061,2025-01-01 03:00:00,249.37,236.18,50.08,0.9,34.1,Excellent
CAP_0061,2025-01-01 04:00:00,112.66,222.35,50.02,0.91,23.3,Faible
CAP_0061,2025-01-01 05:00:00,287.06,223.89,49.88,0.88,33.0,Moyen
CAP_0061,2025-01-01 06:00:00,161.89,239.11,50.19,0.92,19.9,Moyen
CAP_0061,2025-01-01 07:00:00,230.3,231.35,50.05,0.95,24.5,Moyen
CAP_0061,2025-01-01 08:00:00,243.24,221.78,49.94,0.89,30.3,Faible
CAP_0061,2025-01-01 09:00:00,66.37,225.72,49.97,0.94,31.2,Moyen
CAP_0061,2025-01-01 10:00:00,137.44,230.54,49.98,0.86,24.3,Excellent
CAP_0061,2025-01-01 11:00:00,178.06,221.41,49.86,0.85,20.4,Bon
CAP_0061,2025-01-01 12:00:00,227.63,225.73,50.16,0.89,28.5,Excellent
CAP_0061,2025-01-01 13:00:00,272.5,233.17,49.84,0.89,17.6,Bon
CAP_0061,2025-01-01 14:00:00,220.38,220.32,50.12,0.86,29.9,Moyen
CAP_0061,2025-01-01 15:00:00,217.6,224.86,50.14,0.93,26.2,Faible
CAP_0061,2025-01-01 16:00:00,119.72,224.65,49.8,0.97,19.2,Moyen
CAP_0061,2025-01-01 17:00:00,253.54,237.09,50.18,0.97,26.5,Faible
CAP_0061,2025-01-01 18:00:00,294.65,227.4,50.15,0.98,31.6,Faible
CAP_0061,2025-01-01 19:00:00,97.04,235.91,50.14,0.95,22.0,Faible
CAP_0061,2025-01-01 20:00:00,52.06,221.95,50.09,0.92,19.5,Excellent
CAP_0061,2025-01-01 21:00:00,182.05,229.91,50.15,0.91,34.8,Moyen
CAP_0061,2025-01-01 22:00:00,426.34,229.59,50.2,0.91,32.7,Faible
CAP_0061,2025-01-01 23:00:00,94.18,227.76,49.86,0.9,21.2,Excellent
CAP_0061,2025-01-02 00:00:00,181.33,229.39,50.11,0.92,20.0,Bon
CAP_0061,2025-01-02 01:00:00,209.98,230.65,50.17,0.91,25.0,Bon
CAP_0061,2025-01-02 02:00:00,143.69,237.26,49.86,0.89,27.9,Bon
CAP_0061,2025-01-02 03:00:00,195.59,227.01,50.18,0.95,32.5,Bon
CAP_0061,2025-01-02 04:00:00,286.73,234.4,50.1,0.87,33.7,Moyen
CAP_0061,2025-01-02 05:00:00,167.71,232.7,49.91,0.96,34.3,Bon
CAP_0061,2025-01-02 06:00:00,107.54,221.53,50.11,0.86,21.6,Moyen
CAP_0061,2025-01-02 07:00:00,137.18,224.79,49.93,0.97,15.0,Excellent
CAP_0061,2025-01-02 08:00:00,105.25,226.37,50.06,0.85,33.7,Moyen
CAP_0061,2025-01-02 09:00:00,154.43,220.54,49.81,0.86,20.1,Faible
CAP_0061,2025-01-02 10:00:00,190.37,236.03,49.82,0.96,16.0,Faible
CAP_0061,2025-01-02 11:00:00,112.71,228.7,49.89,0.98,34.5,Bon
CAP_0061,2025-01-02 12:00:00,139.14,228.95,50.11,0.94,31.8,Bon
CAP_0061,2025-01-02 13:00:00,228.34,234.86,49.82,0.86,25.5,Faible
CAP_0061,2025-01-02 14:00:00,115.12,237.88,50.13,0.88,26.7,Faible
CAP_0061,2025-01-02 15:00:00,243.75,226.56,49.8,0.96,27.5,Bon
CAP_0061,2025-01-02 16:00:00,117.97,224.04,50.03,0.85,34.3,Moyen
CAP_0061,2025-01-02 17:00:00,202.91,227.87,50.17,0.87,28.5,Excellent
CAP_0061,2025-01-02 18:00:00,56.24,229.61,50.1,0.93,21.2,Excellent
CAP_0061,2025-01-02 19:00:00,151.69,238.35,49.83,0.92,31.3,Bon
CAP_0061,2025-01-02 20:00:00,64.58,238.58,49.86,0.89,25.0,Moyen
CAP_0061,2025-01-02 21:00:00,291.56,236.39,49.81,0.9,33.0,Faible
CAP_0061,2025-01-02 22:00:00,172.23,224.27,49.96,0.97,34.8,Excellent
CAP_0061,2025-01-02 23:00:00,264.2,233.55,49.87,0.87,18.9,Faible
CAP_0061,2025-01-03 00:00:00,106.87,223.7,50.17,0.95,17.3,Faible
CAP_0061,2025-01-03 01:00:00,88.33,235.71,49.88,0.92,32.2,Moyen
CAP_0061,2025-01-03 02:00:00,127.59,232.94,49.83,0.87,25.7,Bon
CAP_0061,2025-01-03 03:00:00,66.27,239.01,50.01,0.93,30.3,Moyen
CAP_0061,2025-01-03 04:00:00,170.84,222.03,49.84,0.93,27.0,Faible
CAP_0061,2025-01-03 05:00:00,88.11,237.18,50.1,0.88,21.0,Moyen
CAP_0061,2025-01-03 06:00:00,233.65,223.04,50.2,0.9,27.4,Excellent
CAP_0061,2025-01-03 07:00:00,151.82,222.24,49.84,0.96,27.4,Faible
CAP_0061,2025-01-03 08:00:00,274.13,229.91,50.19,0.9,25.2,Faible
CAP_0061,2025-01-03 09:00:00,80.99,238.31,50.16,0.9,25.9,Excellent
CAP_0061,2025-01-03 10:00:00,265.85,225.9,50.04,0.91,25.1,Bon
CAP_0061,2025-01-03 11:00:00,103.16,221.06,50.08,0.88,24.7,Moyen
CAP_0061,2025-01-03 12:00:00,106.42,228.17,50.05,0.95,16.5,Moyen
CAP_0061,2025-01-03 13:00:00,270.47,226.25,49.92,0.92,33.3,Moyen
CAP_0061,2025-01-03 14:00:00,58.13,221.04,50.15,0.94,26.9,Faible
CAP_0061,2025-01-03 15:00:00,208.91,221.41,49.96,0.91,34.0,Faible
CAP_0061,2025-01-03 16:00:00,236.66,237.68,50.01,0.95,25.7,Faible
CAP_0061,2025-01-03 17:00:00,169.32,230.31,49.83,0.89,22.7,Moyen
CAP_0061,2025-01-03 18:00:00,148.62,231.38,49.93,0.93,22.4,Excellent
CAP_0061,2025-01-03 19:00:00,100.11,228.43,50.02,0.87,33.6,Moyen
CAP_0061,2025-01-03 20:00:00,72.83,221.62,50.18,0.89,24.0,Faible
CAP_0061,2025-01-03 21:00:00,55.87,224.43,50.11,0.95,31.1,Bon
CAP_0061,2025-01-03 22:00:00,232.98,224.85,50.0,0.92,15.8,Moyen
CAP_0061,2025-01-03 23:00:00,246.84,227.68,50.03,0.87,32.0,Faible
CAP_0062,2025-01-01 00:00:00,186.23,237.08,49.95,0.85,34.7,Moyen
CAP_0062,2025-01-01 01:00:00,190.87,236.14,50.15,0.94,31.8,Bon
CAP_0062,2025-01-01 02:00:00,150.79,239.6,50.07,0.93,27.4,Faible
CAP_0062,2025-01-01 03:00:00,84.88,225.03,50.18,0.97,17.3,Excellent
CAP_0062,2025-01-01 04:00:00,168.49,238.26,50.09,0.95,34.3,Moyen
CAP_0062,2025-01-01 05:00:00,253.84,237.68,49.83,0.89,28.4,Excellent
CAP_0062,2025-01-01 06:00:00,114.42,225.55,49.85,0.97,25.3,Bon
CAP_0062,2025-01-01 07:00:00,201.97,221.16,49.93,0.85,32.1,Excellent
CAP_0062,2025-01-01 08:00:00,210.39,237.45,50.15,0.88,32.7,Bon
CAP_0062,2025-01-01 09:00:00,226.14,225.32,49.82,0.95,33.3,Moyen
CAP_0062,2025-01-01 10:00:00,263.39,229.33,50.11,0.9,25.5,Faible
CAP_0062,2025-01-01 11:00:00,145.38,235.59,49.97,0.89,24.0,Bon
CAP_0062,2025-01-01 12:00:00,62.2,224.63,50.05,0.98,20.7,Faible
CAP_0062,2025-01-01 13:00:00,142.79,234.89,50.07,0.87,19.2,Bon
CAP_0062,2025-01-01 14:00:00,474.09,230.72,50.01,0.97,25.4,Excellent
CAP_0062,2025-01-01 15:00:00,112.61,224.52,50.03,0.96,23.3,Faible
CAP_0062,2025-01-01 16:00:00,156.39,227.14,49.83,0.95,33.3,Excellent
CAP_0062,2025-01-01 17:00:00,204.58,232.96,49.83,0.89,15.3,Faible
CAP_0062,2025-01-01 18:00:00,74.8,239.46,50.16,0.97,27.3,Faible
CAP_0062,2025-01-01 19:00:00,242.31,225.9,49.81,0.95,19.6,Faible
CAP_0062,2025-01-01 20:00:00,167.64,236.54,50.15,0.86,30.2,Bon
CAP_0062,2025-01-01 21:00:00,131.95,232.29,49.82,0.95,30.2,Bon
CAP_0062,2025-01-01 22:00:00,222.6,221.77,49.97,0.88,17.4,Excellent
CAP_0062,2025-01-01 23:00:00,90.63,232.4,50.05,0.92,22.0,Faible
CAP_0062,2025-01-02 00:00:00,154.61,229.14,49.98,0.96,22.7,Bon
CAP_0062,2025-01-02 01:00:00,226.09,235.53,49.87,0.91,17.8,Faible
CAP_0062,2025-01-02 02:00:00,147.65,227.75,50.08,0.98,25.0,Bon
CAP_0062,2025-01-02 03:00:00,244.78,221.01,49.88,0.88,34.6,Moyen
CAP_0062,2025-01-02 04:00:00,258.38,239.78,50.11,0.97,30.8,Moyen
CAP_0062,2025-01-02 05:00:00,214.67,237.9,49.98,0.86,21.8,Excellent
CAP_0062,2025-01-02 06:00:00,104.58,225.72,50.06,0.97,27.9,Excellent
CAP_0062,2025-01-02 07:00:00,183.65,227.35,50.06,0.98,29.9,Excellent
CAP_0062,2025-01-02 08:00:00,80.1,238.54,49.87,0.96,20.6,Faible
CAP_0062,2025-01-02 09:00:00,111.1,224.72,50.1,0.86,33.5,Moyen
CAP_0062,2025-01-02 10:00:00,171.58,222.84,50.1,0.95,27.7,Faible
CAP_0062,2025-01-02 11:00:00,271.05,228.34,49.83,0.96,34.7,Excellent
CAP_0062,2025-01-02 12:00:00,148.36,229.27,49.85,0.86,17.0,Excellent
CAP_0062,2025-01-02 13:00:00,189.22,229.17,49.97,0.91,25.0,Moyen
CAP_0062,2025-01-02 14:00:00,220.38,221.19,50.01,0.89,17.5,Excellent
CAP_0062,2025-01-02 15:00:00,228.95,229.17,49.85,0.95,31.5,Faible
CAP_0062,2025-01-02 16:00:00,251.47,221.48,50.18,0.86,26.6,Faible
CAP_0062,2025-01-02 17:00:00,158.08,223.61,50.14,0.86,27.8,Excellent
CAP_0062,2025-01-02 18:00:00,163.47,222.48,49.81,0.97,33.5,Faible
CAP_0062,2025-01-02 19:00:00,399.08,238.56,50.18,0.95,33.0,Faible
CAP_0062,2025-01-02 20:00:00,204.12,222.25,50.11,0.86,21.8,Excellent
CAP_0062,2025-01-02 21:00:00,89.75,233.13,50.02,0.96,29.8,Excellent
CAP_0062,2025-01-02 22:00:00,144.78,224.3,50.14,0.91,28.6,Faible
CAP_0062,2025-01-02 23:00:00,71.37,233.51,50.11,0.95,16.1,Excellent
CAP_0062,2025-01-03 00:00:00,271.38,228.77,49.81,0.9,20.1,Excellent
CAP_0062,2025-01-03 01:00:00,246.04,229.1,50.03,0.97,22.4,Bon
CAP_0062,2025-01-03 02:00:00,248.7,231.8,50.02,0.96,18.9,Moyen
CAP_0062,2025-01-03 03:00:00,259.6,230.7,49.9,0.87,22.0,Moyen
CAP_0062,2025-01-03 04:00:00,137.6,201.22,50.02,0.92,34.0,Excellent
CAP_0062,2025-01-03 05:00:00,218.67,231.96,49.85,0.86,23.2,Faible
CAP_0062,2025-01-03 06:00:00,243.25,220.96,49.81,0.95,23.1,Moyen
CAP_0062,2025-01-03 07:00:00,168.51,235.42,50.01,0.92,31.4,Faible
CAP_0062,2025-01-03 08:00:00,248.76,235.08,50.02,0.88,22.0,Excellent
CAP_0062,2025-01-03 09:00:00,217.8,235.94,50.03,0.95,30.2,Moyen
CAP_0062,2025-01-03 10:00:00,262.41,225.92,50.01,0.95,29.2,Moyen
CAP_0062,2025-01-03 11:00:00,299.73,220.82,49.87,0.9,23.8,Bon
CAP_0062,2025-01-03 12:00:00,119.67,180.51,49.81,0.93,26.2,Bon
CAP_0062,2025-01-03 13:00:00,188.1,227.08,49.82,0.97,24.3,Moyen
CAP_0062,2025-01-03 14:00:00,86.39,232.73,50.2,0.92,27.4,Moyen
CAP_0062,2025-01-03 15:00:00,274.45,220.74,49.82,0.89,20.3,Moyen
CAP_0062,2025-01-03 16:00:00,146.67,232.16,49.96,0.9,31.4,Bon
CAP_0062,2025-01-03 17:00:00,61.24,222.82,49.86,0.9,21.1,Faible
CAP_0062,2025-01-03 18:00:00,249.57,222.45,50.02,0.96,22.2,Moyen
CAP_0062,2025-01-03 19:00:00,277.75,229.01,50.17,0.89,17.0,Bon
CAP_0062,2025-01-03 20:00:00,172.98,234.64,50.12,0.95,32.9,Moyen
CAP_0062,2025-01-03 21:00:00,77.7,233.81,49.88,0.92,18.5,Bon
CAP_0062,2025-01-03 22:00:00,167.84,223.23,49.92,0.86,28.2,Excellent
CAP_0062,2025-01-03 23:00:00,225.59,238.29,49.85,0.95,31.2,Bon
CAP_0063,2025-01-01 00:00:00,82.79,226.73,49.93,0.91,30.7,Bon
CAP_0063,2025-01-01 01:00:00,106.85,230.85,49.96,0.94,20.7,Excellent
CAP_0063,2025-01-01 02:00:00,263.16,237.18,50.07,0.88,25.8,Bon
CAP_0063,2025-01-01 03:00:00,88.43,227.06,49.97,0.97,19.6,Moyen
CAP_0063,2025-01-01 04:00:00,215.84,235.97,50.14,0.9,20.0,Excellent
CAP_0063,2025-01-01 05:00:00,177.77,234.22,49.84,0.95,20.2,Faible
CAP_0063,2025-01-01 06:00:00,63.13,161.93,50.17,0.97,32.2,Faible
CAP_0063,2025-01-01 07:00:00,212.94,223.14,49.89,0.87,21.8,Bon
CAP_0063,2025-01-01 08:00:00,229.27,174.5,50.04,0.86,33.6,Faible
CAP_0063,2025-01-01 09:00:00,253.96,237.57,50.06,0.91,20.5,Bon
CAP_0063,2025-01-01 10:00:00,211.87,233.09,50.12,0.87,20.3,Moyen
CAP_0063,2025-01-01 11:00:00,110.22,235.52,50.07,0.93,32.6,Bon
CAP_0063,2025-01-01 12:00:00,227.49,229.26,49.94,0.91,26.7,Faible
CAP_0063,2025-01-01 13:00:00,244.86,239.86,49.89,0.94,31.3,Moyen
CAP_0063,2025-01-01 14:00:00,206.56,221.59,50.14,0.92,22.1,Bon
CAP_0063,2025-01-01 15:00:00,172.69,226.67,50.18,0.9,17.7,Excellent
CAP_0063,2025-01-01 16:00:00,99.74,225.11,50.17,0.88,15.5,Faible
CAP_0063,2025-01-01 17:00:00,213.95,235.56,49.89,0.95,17.5,Moyen
CAP_0063,2025-01-01 18:00:00,259.77,232.53,50.1,0.92,29.0,Moyen
CAP_0063,2025-01-01 19:00:00,170.66,221.33,50.14,0.94,28.7,Faible
CAP_0063,2025-01-01 20:00:00,127.11,223.41,50.05,0.86,19.2,Moyen
CAP_0063,2025-01-01 21:00:00,109.51,224.49,49.88,0.86,23.1,Bon
CAP_0063,2025-01-01 22:00:00,190.44,238.31,50.11,0.86,20.9,Excellent
CAP_0063,2025-01-01 23:00:00,91.56,226.11,50.16,0.87,23.4,Moyen
CAP_0063,2025-01-02 00:00:00,211.42,238.16,49.97,0.97,30.3,Faible
CAP_0063,2025-01-02 01:00:00,265.37,223.97,49.82,0.9,31.0,Moyen
CAP_0063,2025-01-02 02:00:00,153.37,224.78,50.08,0.97,27.9,Excellent
CAP_0063,2025-01-02 03:00:00,95.89,230.2,49.84,0.98,25.4,Bon
CAP_0063,2025-01-02 04:00:00,176.16,190.54,50.03,0.98,22.0,Excellent
CAP_0063,2025-01-02 05:00:00,249.18,239.6,49.95,0.89,29.1,Moyen
CAP_0063,2025-01-02 06:00:00,256.66,236.08,50.18,0.85,18.8,Faible
CAP_0063,2025-01-02 07:00:00,235.32,225.45,50.19,0.89,31.6,Bon
CAP_0063,2025-01-02 08:00:00,283.92,232.77,49.96,0.86,24.1,Bon
CAP_0063,2025-01-02 09:00:00,115.93,230.76,49.86,0.94,34.8,Moyen
CAP_0063,2025-01-02 10:00:00,150.59,236.22,49.83,0.85,18.5,Moyen
CAP_0063,2025-01-02 11:00:00,106.19,223.6,50.07,0.92,24.7,Excellent
CAP_0063,2025-01-02 12:00:00,273.33,239.5,50.16,0.93,31.3,Excellent
CAP_0063,2025-01-02 13:00:00,343.95,227.52,49.8,0.87,17.2,Faible
CAP_0063,2025-01-02 14:00:00,102.25,229.38,49.83,0.92,34.4,Moyen
CAP_0063,2025-01-02 15:00:00,102.41,223.76,50.1,0.96,23.8,Bon
CAP_0063,2025-01-02 16:00:00,202.03,232.44,49.89,0.86,16.0,Excellent
CAP_0063,2025-01-02 17:00:00,217.68,231.86,49.83,0.96,19.4,Faible
CAP_0063,2025-01-02 18:00:00,138.89,175.97,49.82,0.97,31.3,Bon
CAP_0063,2025-01-02 19:00:00,295.65,230.83,49.88,0.86,18.2,Moyen
CAP_0063,2025-01-02 20:00:00,159.71,222.36,49.89,0.91,29.2,Bon
CAP_0063,2025-01-02 21:00:00,271.82,222.86,50.16,0.92,25.5,Excellent
CAP_0063,2025-01-02 22:00:00,273.83,220.44,49.91,0.87,33.7,Faible
CAP_0063,2025-01-02 23:00:00,170.82,223.55,50.1,0.94,32.9,Faible
CAP_0063,2025-01-03 00:00:00,78.94,220.15,49.81,0.89,23.2,Moyen
CAP_0063,2025-01-03 01:00:00,194.24,230.07,50.04,0.93,31.0,Bon
CAP_0063,2025-01-03 02:00:00,179.97,232.82,49.98,0.94,27.6,Moyen
CAP_0063,2025-01-03 03:00:00,422.56,224.1,50.07,0.92,15.3,Excellent
CAP_0063,2025-01-03 04:00:00,85.66,238.44,49.82,0.87,19.5,Faible
CAP_0063,2025-01-03 05:00:00,110.98,227.59,50.08,0.9,31.1,Excellent
CAP_0063,2025-01-03 06:00:00,124.51,223.11,50.12,0.88,21.2,Excellent
CAP_0063,2025-01-03 07:00:00,287.36,238.69,50.09,0.93,25.7,Moyen
CAP_0063,2025-01-03 08:00:00,129.57,227.35,50.0,0.85,25.2,Bon
CAP_0063,2025-01-03 09:00:00,217.48,235.24,50.09,0.91,31.9,Faible
CAP_0063,2025-01-03 10:00:00,296.57,234.77,49.97,0.95,17.9,Moyen
CAP_0063,2025-01-03 11:00:00,339.23,230.13,49.9,0.91,25.4,Faible
CAP_0063,2025-01-03 12:00:00,236.28,226.58,49.84,0.97,24.3,Bon
CAP_0063,2025-01-03 13:00:00,88.01,220.98,49.84,0.94,21.8,Faible
CAP_0063,2025-01-03 14:00:00,187.84,237.96,50.09,0.89,27.7,Excellent
CAP_0063,2025-01-03 15:00:00,281.79,224.86,50.2,0.91,16.7,Moyen
CAP_0063,2025-01-03 16:00:00,203.04,225.12,50.14,0.87,33.0,Moyen
CAP_0063,2025-01-03 17:00:00,219.61,229.42,50.07,0.97,24.7,Bon
CAP_0063,2025-01-03 18:00:00,116.39,220.42,50.05,0.96,20.8,Excellent
CAP_0063,2025-01-03 19:00:00,193.75,238.48,49.94,0.94,28.8,Moyen
CAP_0063,2025-01-03 20:00:00,93.78,226.02,50.09,0.94,28.7,Excellent
CAP_0063,2025-01-03 21:00:00,181.45,230.27,49.98,0.91,29.6,Moyen
CAP_0063,2025-01-03 22:00:00,185.35,231.81,49.97,0.89,22.3,Faible
CAP_0063,2025-01-03 23:00:00,254.86,237.91,49.86,0.89,23.1,Excellent
CAP_0064,2025-01-01 00:00:00,270.42,229.71,50.19,0.95,31.7,Excellent
CAP_0064,2025-01-01 01:00:00,118.16,222.26,50.08,0.96,19.3,Excellent
CAP_0064,2025-01-01 02:00:00,82.84,238.29,50.13,0.93,26.2,Bon
CAP_0064,2025-01-01 03:00:00,199.12,237.33,50.19,0.86,33.5,Excellent
CAP_0064,2025-01-01 04:00:00,64.87,231.7,50.06,0.93,32.1,Excellent
CAP_0064,2025-01-01 05:00:00,153.86,234.77,50.09,0.87,30.3,Bon
CAP_0064,2025-01-01 06:00:00,196.5,225.79,49.97,0.94,25.5,Bon
CAP_0064,2025-01-01 07:00:00,235.22,233.75,49.88,0.9,30.0,Faible
CAP_0064,2025-01-01 08:00:00,55.79,228.08,50.17,0.9,22.1,Faible
CAP_0064,2025-01-01 09:00:00,55.24,236.17,49.94,0.91,15.6,Moyen
CAP_0064,2025-01-01 10:00:00,269.33,181.67,50.07,0.92,21.6,Excellent
CAP_0064,2025-01-01 11:00:00,67.56,224.48,50.02,0.87,34.8,Bon
CAP_0064,2025-01-01 12:00:00,232.59,223.61,49.98,0.98,22.9,Moyen
CAP_0064,2025-01-01 13:00:00,232.24,234.94,50.16,0.88,23.4,Faible
CAP_0064,2025-01-01 14:00:00,243.81,223.88,49.89,0.89,26.7,Excellent
